,url,title,abstract,date,long-content
0,http://www.hurriyet.com.tr/gundem/muhendis-cinayetinde-eski-sevgili-tutuklandi-40034093,Mühendis cinayetinde eski sevgili tutuklandı,"İstanbul'da&nbsp;geçen perşembe sabahı öldürülen, İzmit Körfez Geçiş Köprüsü şantiye mühendisi Murat Usluoğlu’nun 5 aylık eşi İlkay Usluoğlu gözaltına alındı. ",30.12.2015,"Polis, İlkay Usluoğlu ile önceki gün gözaltına alınan eski sevgilisi İlhan Dündar arasında son 2 ayda 600 telefon görüşmesi ve mesajlaşma belirledi. Dündar, cinayetten 2 saat sonra İlkay Usluoğlu’na cep telefonundan mesaj attığı, ikilinin cinayetten bir gün önce de Murat Usluoğlu’nun evinde 2 saat kaldığı ortaya çıktı.
İlkay Usluoğlu, ifadesinde, “İlhan daha önce bana, ‘sen boşansanda boşanmasanda ben Murat’ı 2 adam tutup öldürteceğim’ dedi. Eşimi, İlhan öldürdü. Ben cinayet günü İlhan’a kapı açmadım. Anahtar vermedim, yardım etmedim” dedi.
TANIKLARI YALANLADI
Dündar ifadesinde, cinayet suçlamasını reddetti. Sabah 05.00’de binanın kazan dairesinden çıkışı ve bir saat sonra dönüşüyle ilgili, “2 arkadaşla namaz sonrası görüşecektik. Gürültü çıkmasın diye arka kapıdan çıktım” dedi. Buluşma yerine gittiğinde, telefonunun yanında olmadığını farkettiğini ve almak için eve döndüğünü iddia etti. Polisin ulaştığı Dündar’ın 2 arkadaşı randevulaşmadıklarını söyledi. Dün akşam adliyeye sevk edilen İlhan Dündar tutuklandı. Mühendisin eşi İlkay Usluoğlu adli kontrol şartıyla serbest bırakıldı.
"
1,http://www.hurriyet.com.tr/gundem/muhendisin-katil-zanlisi-yakalandi-40033548,Mühendisin katil zanlısı yakalandı,"Gaziosmanpaşa'da 32 yaşındaki mühendis Murat Usluoğlu'nu öldürdüğü iddia edilen İlhan D. gözaltına alındı. Bir mobilya dükkanında müdür olarak çalıştığı öğrenilen İlhan D.'nin, Murat Usluoğlu'nun 5 ay önce evlendiği eşinin eski erkek arkadaşı olduğu ortaya çıktı.&nbsp;",29.12.2015,"İlhan D.'nin, evlendikten sonra eski sevgilisinin peşini bırakmadığı, tehditle birlikte olmak istediği, engel olarak gördüğü Murat Usluoğlu'nu da öldürdüğü öne sürüldü. İzmit Körfez Geçiş Köprüsü şantiyesinde çalıştığı öğrenilen 5 aylık evli genç mühendis, 6 gün önce, Gaziosmanpaşa Barbaros Hayrettin Paşa Mahallesi'nde sabah saat 05.45'te işe gitmek için evden çıktığı sırada, apartman boşluğunda karşılaştığı bir kişi tarafından bıçaklanarak öldürülmüştü. Polis, ilk anda olayın bir hırsız tarafından yapılmış olabileceğini belirtmişti.Cinayet Büro Amirliği tarafından olayla ilgili başlatılan geniş soruşturmada, delilleri değerlendiren polis ekipleri katil zanlısına ulaştı. Olayın faili olduğu öğrenilen ve bir mobilya mağazasında müdür olarak çalışan İlhan D. akşam saatlerinde gözaltına alındı. Şüpheli İlhan D. Asayiş Şube Müdürlüğü'ne getirilerek sorguya alındı. 
Genç mühendis esrarengiz cinayet kurbanı...
EVLİ VE 1 ÇOCUK BABASI
İlhan D.'nin evli ve 1 çocuk babası olduğu tespit edildi. Şüphelinin, evli olduğunu gizleyerek Murat Usluoğlu'nun eşi İ.U. ile bir süre birlikte olduğu belirlendi. İ.U.'nun İlhan D.'nin evli olduğunu öğrendikten sonra ayrıldığı öğrenildi. Daha sonra mühendis Murat Usluoğlu ile tanışan İ.U.'nun 18 Temmuz tarihinde evlendiği, ancak eski sevgilisinin peşini bir türlü bırakmadığı tespit edildi. İlhan D.'nin tehdit ve şantajla İ.U. ile tekrar birlikte olmak istediği, buna engel olarak gördüğü Murat Usluoğlu'nu da planlayarak öldürdüğü öne sürüldü. 
""HİÇBİR ŞEY OLMAMIŞ GİBİ HAYATINA DEVAM ETTİ...
""katil zanlısının, cinayetten sonra hiçbir şey olmamış gibi evine döndüğü, giriş kapısındaki güvenlik kameralarına yakalanmamak için bodrum kapısını kullanarak binaya girdiği tespit edildi. Dairesine çıkan İlhan D.'nin, aynı gün sabah saat 08.30'da bu kez ön kapıdan çıkarak işine gittiği belirlendi. İlhan D.'nin şüpheleri üzerine çekmemek için yakalandığı ana kadar düzenli olarak her gün işine gittiği anlaşıldı. 
""BENİ RAHAT BIRAKMASI İÇİN YALVARDIM""
Öte yandan, Asayiş Şube Müdürlüğü'nde ifade veren Murat Usluoğlu'nun eşi İ.U.'nun, “Onunla birlikteliğimiz sırasında evli olduğunu bilmiyordum. Üstelik çocuğu da varmış. Ancak bir gün gerçeği öğrendim. Bunun üzerine hemen ondan ayrıldım. Bir süre sonra eşimle tanışarak evlendim. Ancak benim peşimi bir türlü bırakmadı. Tehdit ve şantajla benimle birlikte olmak istiyordu. Beni rahat bırakması için ona yalvardım. Böyle bir şey yapacağını düşünmediğim için polise gitmedim"" dediği öğrenildi.Şüphelinin sorgusuna Asayiş Şube Müdürlüğü'nde devam ediliyor.
"
2,http://www.hurriyet.com.tr/gundem/ortakoyde-denizde-cesedi-bulunan-4-yasindaki-cocuk-suriyeli-cikti-40033544,Ortaköy’de denizde cesedi bulunan 4 yaşındaki çocuk Suriyeli çıktı,"İstanbul Ortaköy'de sabah saatlerinde denizde cesedi bulunan 4 yaşındaki erkek çocuğun kimliği tespit edildi. Suriyeli bir ailenin oğlu olduğu öğrenilen 4 yaşındaki Metin Faysal’ın 16 Aralık’tan beri kayıp olarak arandığı ortaya çıktı. Polis, 4 yaşındaki minik yavrunun nasıl öldüğünü araştırıyor.",29.12.2015,"DENİZDE BULUNMUŞTU
Beşiktaş Ortaköy açıklarında sabah saat 06.00 sıralarında bir vatandaş denizde ceset olduğunu görerek polisi aramış, olay yerine gelen deniz polisi cesedi karaya çıkarmıştı. Yapılan incelemede, cesedin 3-4 yaşlarında bir erkek çocuğa ait olduğu belirlenmişti.

KİMLİĞİ BELİRLENDİ
İstanbul Emniyet Müdürlüğü Asayiş Şubesi Cinayet Büro Amirliği tarafından olayla ilgili başlatılan soruşturmada çocuğun kimliği tespit edildi. Cesedin, ailesi ile birlikte Suriye’deki savaştan kaçarak Türkiye’ye gelen 4 yaşındaki Metin Faysal olduğu belirlendi.
Çocuğun ailesi, polis ekipleri tarafından bulunarak Asayiş Şube Müdürlüğü’ne getirildi. Talihsiz çocuğun elbiseleri de anne Şirin Faysal tarafından teşhis edildi.
16 ARALIK’TA KAYBOLMUŞ
Yapılan soruşturmada, minik Metin Faysal’ın 16 Aralık günü Eminönü Küçükpazar’da kaybolduğu ortaya çıktı. Ailesinin aynı gün polis merkezine giderek çocuklarının bulunması için başvuru yaptığı öğrenildi.
ÖLÜM SEBEBİ ARAŞTIRILIYOR
Yetkililer, 4 yaşındaki talihsiz çocuğun nasıl öldüğünün araştırıldığını, soruşturmanın çok yönlü devam ettiğini söylediler.
"
3,http://www.hurriyet.com.tr/gundem/arkadasini-bicakladi-hastane-onune-birakip-kacti-40033268,Arkadaşını bıçakladı hastane önüne bırakıp kaçtı,"İzmir'in Torbalı ilçesinde, arkadaşının bıçaklı saldırısına uğrayan daha sonra hastane önüne bırakılan bir genç kan kaybından hayatını kaybetti. ",29.12.2015,"Olay, Torbalı ilçesinde meydana geldi. İddialara göre 22 yaşındaki Erkan Ö. ve 27 yaşındaki Çağlayan C.'nin (fotoğraftaki) aralarında başlayan tartışma bir anda kavgaya dönüştü. Alkollü oldukları iddia edilen gençlerden Erkan Ö., arkadaşını cebinden çıkardığı bıçakla bacağından yaraladı. Çağlayan C., aldığı bıçak darbesiyle kanlar içerisinde kalarak yere yığıldı. Korkan Erkan Ö., arkadaşının kan kaybettiğini görünce hemen aracına bindirdi. Bıçakladığı arkadaşını Ayrancılar mahallesindeki özel bir hastaneye getiren Erkan Ö., iddialara göre genci hastane kapısında bırakıp kaçtı. Durumu fark eden sağlık görevlileri ise gence ilk müdahaleyi hastanede yaptı. Durumu ağırlaşan genç daha sonra Dokuz Eylül Üniversitesi Tıp Fakültesi Hastanesine sevk edildi. Çağlayan C., yapılan tüm müdahaleye rağmen kurtarılamadı.  Olayın izini süren jandarma ekipleri, Erkan Ö.’yü saklandığı yerde kıskıvrak yakaladı. Mahkemeye çıkartılan Erkan Ö., tutuklanarak Buca Cezaevine gönderildi.
"
4,http://www.hurriyet.com.tr/gundem/katledip-aramis-40032648,Katledip ‘aramış’,"TOKAT’ta yaşayan bir çocuk annesi Yasemin Doğan (30) ağustos ayında kaybolunca, eşi Faruk Doğan (39) ve yakınları polise başvurdu. ",27.12.2015,"Polis bir yandan kadını ararken, geçici işlerde çalışan kocasını da teknik takibe aldı. Takip sonucu gözaltına alınarak sorgulanan Faruk Doğan, karısını av tüfeğiyle öldürüp cesedini bir sandığın içinde ormanlık alana attığını söyledi. Doğan'ın söylediği alanda, bir sandık içinde Yasemin Doğan'a ait olduğu sanılan kemik parçaları bulundu. Doğan tutuklanırken, polisin soruşturması sürüyor.
 
 
"
5,http://www.hurriyet.com.tr/gundem/esini-oldurup-cesedini-sandik-icinde-ormanlik-alana-atmis-40032561,"Eşini öldürüp, cesedini sandık içinde ormanlık alana atmış","TOKAT’ta 4 aydır kayıp olarak aranan 1 çocuk annesi 30 yaşındaki Yasemin Doğan’ın, eşi 39 yaşındaki Faruk Doğan tarafından öldürüldüğü ortaya çıktı. Suçunu itiraf eden Faruk Doğan’ın verdiği bilgiler doğrultusunda, eşinin kemikleri ormanlık alanda ormanlık alanda sandık içerisinde bulundu.",27.12.2015,"Tokat’ta Karşıyaka Mahallesi’nde oturan evli ve bir çok annesi Yasemin Doğan, geçen Ağustos ayında kaybolunca eşi Faruk Doğan ve yakınları polise başvurdu. İl Emniyet Müdürlüğü ekipleri bunun üzerine çalışma başlattı. Ancak yapılan çalışmalar kapsamında genç kadının izine rastlanmadı.

Araştırmalarını yoğunlaştıran ekipler, Yasemin Doğan’ın, serbest geçici işlerde çalışan eşi Faruk Doğan’ı teknik takibe aldı. Takip sonucunda gözaltına alınarak sorgulanan Faruk Doğan, eşini öldürdüğü itiraf etti. Eşini av tüfeğiyle evde öldürdüğünü, daha sonra ise merkeze bağlı Kızılöz Köyü, Erenler Mezrası ormanlık alanda cesedi sandık içerisine koyarak attığını söyledi. Cinayetin ailevi bir mesele yüzünden işlendiği belirtilirken, detayı hakkında bilgi verilmedi.Bunun üzerine Asayiş Şube Müdürlüğü, Cinayet Bürosu ekipleri dün gece, Faruk Doğan’ın söylediği ormanlık alana giderek Cumhuriyet Savcısı gözetiminde arama yaptı. Yapılan aramada sandık içerisinde Yasemin Doğan’a ait olduğu öne sürülen kemik parçaları bulundu. Gece karanlığı dolayısıyla arama çalışmalarına sabah saatlerinde yeniden başlayan ekipler yaklaşık 2 kilometrelik alanda genç kadına ait parçalar buldu. Bölgededeki yabani hayvanlardan ötürü genç kadının cesedinin parçalara ayrılarak geniş bir alana yayıldığı iddia edildi.Dün gece sağlık kontrolü için Tokat Devlet Hastanesi’ne getirilen Faruk Doğan, ""Eşinizi niçin öldürdünüz"" sorusuna cevap vermedi. Polisin olayla ilgili soruşturması sürüyor.
"
6,http://www.hurriyet.com.tr/gundem/24-yildir-dinmeyen-aci-40032488,24 yıldır dinmeyen acı,"Avcılar’da 24 yıl önce iş çıkışı evine dönerken kimliği tespit edilemeyen bir kişi tarafından bayıltılan ve tecavüze uğradıktan sonra öldürülen 5 aylık hamile 23 yaşındaki Gülsevin Buket A’nın annesi Nazire Değirmenci, yasal süre içerisinde dosya aydınlatılamayınca 'Faili meçhul’ kaldığı için kapatıldığına dair kendilerine yazı gönderildiğini söyledi. Anne Değirmenci, savcılığın kapatılan dosyanın yeniden açılmasını istedi.",27.12.2015,"Anne Nazire Değirmenci, 11 Kasım 1991 tarihinde kızının öldürüldüğü cinayeti hiç unutamadığını, gözyaşlarının o günden bu yana dinmediğini söyledi. Anne Değirmenci, Karaköy’de bir gemi acentesinde çalışan 4 yıllık evli, 5 aylık hamile kızı Gülsevin Buket’in evine dönmek üzere yola çıktığını, E5 karayolu yanındaki Avcılar Köprüsü’nü geçtikten sonra herkesin kullandığı yolda yürürken kimliği tespit edilemeyen bir kişi tarafından bıçak tehdidi ile ek okul inşaatına götürüldüğünü, direnince bayıltıldığını tecavüze uğradıktan sonra boğularak öldürüldüğünü anlattı. Abla Yasemin Değirmenci de, o gün sabaha kadar babası Fikret Değirmenci, eniştesi, diğer yakınları ve polisin yaptığı tüm aramalara rağmen kız kardeşinin bulunamadığını, cesedinin ertesi gün okuldaki öğrenciler tarafından bulunduğunu söyledi.
Avcılar’da o tarihte ‘Yüzyüze Amatör Tiyatro Topluluğu’nda sanat çalışmalarına da katılan Gülsevin Buket A.’dan sonra üniversite öğrencisi Didem Özgökhan’ın da bıçaklanarak öldürülürken defalarca tecavüze uğradığı, değişik tarihlerde 2 kadının daha katledildiği ifade edildi. Medyada ’Avcılar sapığı’ olarak nitelendirilen saldırgan olduğu öne sürülen birkaç kişi yakalanmasına rağmen dosya faili meçhul kaldı.
""ÇALMADIĞIM KAPI KALMADI""
Anne Nazire Değirmenci, DHA muhabirine, geçen 24 yıl içerisinde kızını öldüren kişinin tespit edilerek yakalanamadığını, yasal süre içerisinde dosyanın aydınlatılamayınca 'Faili meçhul’ kaldığı için kapatıldığına dair kendilerine yazı gönderildiğini söyledi. Değirmenci, ""Dönemin Valisi Hayri Kozakçıoğlu, Emniyet Müdürü Necdet Menzir başta olmak üzere çalmadığım kapı, yalvarmadığım kimse kalmadı. Kızımın katilini bulamadılar. O günden bu yana acım bir an dinmedi. Hayat dolu kızımdan ne istediler?"" dedi.
Abla Yasemin Değirmenci de, insan diyemeyeceği, ’yaratık’ olarak nitelendiremeyeceği saldırganın direnen kız kardeşini bayılttığını, tecavüz ettikten sonra boğarak öldürdüğünü belirtirken, tırnaklarının arasında saldırgana ait deri, doku parçaları, kan ve olay yerinde saç bulunduğunu, yakalanmasını yıllarca umut içerisinde beklemelerine rağmen bu kişinin elini kolunu sallayarak toplum içerisinde dolaştığını söyledi.
1001 ÇİÇEK KOROSU İLE GÜNDEME GELDİ
Yasemin Değirmenci, yıllardan bu yana acı içerisinde kıvrandıklarını, seslerini duyurmaya çalıştıklarını, Avcılar Belediye Başkanı Handan Toprak’ın ilçedeki 1000 kadının katılımı ile oluşturulan ’1001 Çiçek Kadın Korosu’ sayesinde seslerini duyurabildiklerini söyledi. Yasemin Değirmenci, kız kardeşinin öldürüldüğü tarihte ilçedeki sağlık ocağında görev yapan Belediye Başkanı Handan Toprak’ın oluşturduğu koroya katılınca Başkan Toprak’ın kendileriyle ilgilendiğini ve düzenlenen etkinliğe davet ederek acılarını diğer kadınlarla paylaştığını anlattı. Etkinlikte anne Nazire Değirmenci’ye her zaman destek olmaya çalışacaklarını belirten Başkanı Handan Toprak, evde 4 duvar arasındaki kadınların her birinin ayrı acı ve hikayesi olduğunu onların sosyalleşmesi için çaba harcadıklarını belirtirken kadınların karşılaştığı şiddet ve cinayetlere 'Dur’ demek için sesinin daha gür çıkacağını söyledi.
"
7,http://www.hurriyet.com.tr/gundem/katil-iscisi-cikti-40032423,Katil işçisi çıktı,"İstanbul Kağıthane'de siren ve çakar sistemi monte eden şirkette yönetici olan Gökhan Arıcan (35) önceki akşam saat 20.30 sıralarında, Hamidiye Mahallesi Selçuklu Caddesi üzerinde bir otomobilin içinde ensesinden vurulmuş olarak bulundu. ",26.12.2015,"
Olaydan 3 saat sonra Arıcan’ın yanında çalışan Ercan Peker (23) teslim oldu. Polis araştırmasında Arıcan’ın eşi Ö.A. ile Peker arasında ilişki olduğuna, cinayetinde bu nedenle işlendiğine yönelik bilgilere ulaştı. Bunun üzerine Ö.A. (28) gözaltına alındı. Peker, emniyetteki ifadesinde şunları anlattı:

‘SELLEKTÖRLE DURDURDUM’
“Bir keresinde bana, ‘Sen benim arkamdan iş çeviriyorsun. Benden para çaldın’ dedi. Ben kendisinden para çalmadığımı söyledim. O akşam çakar takılması için bir araç getirildi. O akşam teslim edilmesi istendiği için işyerinde çalışmaya devam ettik. 20.30 sıralarında işyerinden çıktık. Gökhan Arıcan, çakar takılan araçla çıktı. Ben de işyerine ait araçla çıktım. Olay yerine geldiğimizde sellektör yaparak durmasını istedim. Durdu, arabadan inerek yanına gittim. Daha önce bana söylediği para alma konusunu açtım. Hâlâ aynı fikirde olduğunu söyledi. Tabancaya doğru eliyle hamle yaptı. Tabanca o anda ateş aldı. Kaçtım.” Ercan Peker, Ö.A. ile ilişki yaşadığı iddiasıyla ilgili ifadesinde, “6 ay önce duygusal yakınlık oluştu. 2 defa dışarıda çay bahçesinde görüştük. Bir kez de işyerinde görüştük” dedi.
İlgezdi: ‘O araçla ilgim yok’
OTOMOBİLİ işyerine bırakan Ali Turan, emniyette 6 yıldır Ataşehir Belediyesi’nde çalıştığını, 1 yıldır da Belediye Başkanı Battal İlgezdi ile eşi CHP İstanbul Milletvekili Gamze Akkuş İlgezdi’nin makam şoförlüğünü yaptığını, makam aracı olarak kullanılacağı söylenen araca çakar takılması için firmaya teslim ettiğini anlattı. Yazılı bir açıklama yapan Gamze Akkuş İlgezdi ise aracın kendisiyle ilgisinin olmadığını söyledi: “Bahse konu araç, gerek şahsım ve gerekse de yakınlarım adına kayıtlı olmadığı gibi kira vb. hukuki ilişkiye dayalı kullanılmamıştır.”
"
8,http://www.hurriyet.com.tr/gundem/luks-otomobil-cinayetinde-onemli-gelisme-40032332,'Lüks otomobil' cinayetinde önemli gelişme,"Dün İstanbul Kağıthane'de yaşanan lüks makam otomobili cinayetinde yeni gelişmeler ortaya çıkıyor. Olay sonrası gözaltına alınan Gürkan A.'nın iş arkadaşı Ercan P. cinayeti itiraf etti. Ercan P. ifadesinde “Gürkan A. ile 3 yıldır birlikte çalışıyorduk. Benim ondan habersiz iş yaptığımı söyleyince aramız bozuldu. Olay günü bunu konuşurken silahımı çektim. Elime davranınca silah patladı“ dedi. Şüpheli ayrıca ölen Gürkan A.'nın eşiyle aralarında 6 aydır devam eden duygusal bir yakınlaşma olduğunu iddia ettiği öğrenildi. Gürkan A., eşi ve katil zanlısı ile cinayetten birkaç saat önce birarada oldukları ortaya çıktı.",26.12.2015,"
Kağıthane, Hamidiye mahallesi, Selçuklu caddesi, Arıcılar Camii istikametinde dün gece saat 20.15 sıralarında meydana gelen olayda 06 BG 3143 plakalı lüks otomobilin park halinde durduğu ihbarı üzerine olay yerine giden polis ekipleri direksiyondaki şahsın tabancayla vurulduğunu tespit etti. Yapılan incelemede Gürkan A.'a ait olduğu belirlenen cesedin başından tabancayla vurularak öldürüldüğü ortaya çıktı. Bu gelişme üzerine alarma geçen polis olayla ilgili soruşturma başlattı.MAKAM ŞOFÖRÜNÜN  İFADESİ ALINDICinayet Büro Amirliği tarafından yürütülen soruşturmada polis Gürkan A.'ın bir oto elektrik şirketinin sahibi olduğunu tespit etti. Şüphelinin içinde öldürüldüğü aracın ise çakar, siren ve cam film takılması için bırakılan bir araç olduğu tespit edildi. Polis olayla ilgili yaptığı tahkikatta önce otomobili Gürkan A.'ın dükkanına bırakan kişiyi buldu.Asayiş Şube Müdürlüğüne çağırılan Ataşehir Belediyesinde şoför olarak çalıştığını söyleyen Ali T.'nin ifadesinde “2009 yılından bu yana Ataşehir belediyesinde çalışıyorum. Belediyenin çeşitli bölümlerinde her türlü aracı kullandım. Daha sonra önce başkan yardımcısının makam şoförü oldum. Bir yıldır da Ataşehir Belediye Başkanı Battal İlgezdi'nin makam şoförlüğünü yapıyorum. Hafta sonları da bazen de Gamze Akkuş İlgezdi'nin İstanbul'da şoförlüğünü yapıyorum. 25 Aralık 2015 tarihinde belediyeden beni telefonla arayan bir yetkili Gamze hanımın Ankara'da kullanması için bir otomobil geldiğini, ancak araca siren, çakar lamba ve film cam yapılması gerektiğini söyledi. Ben de belediyenin anlaşmalı olduğu Gürkan A.'ın şirketini aradım ve aracı oraya bıraktım. İşin acele olduğunu söyledim"" dediği öğrenildi.ŞÜPHELİ ""KAZA OLDU"" DEYİP ÇAĞIRILDIĞI KARAKOLDA GÖZALTINA ALINDIBu gelişme üzerine işyerinde bulunan güvenlik kamera görüntülerini inceleyen dedektifler Gürkan A. ile yanında çalışan Ercan P.'nin saat 20.00 civarlarında işyerinden ayrıldıklarını tespit etti. Bunun üzerine telefonla aranan Ercan P. ""Bir kaza oldu, hemen gel"" denilerek Karakola çağrıldı. Karakola gelen Ercan P. Cinayet Büro Amirliği ekipleri tarafından olayın şüphelisi olarak gözaltına alındı. Öte yandan şüpheli Ercan P'nin olaydan hemen sonra mesajlaştığı Gürkan A.'ın eşi O.A.'da çelişkili ifadeler vermesi üzerine Asayiş Şube Müdürlüğüne getirildi.CİNAYETİ İTİRAF ETTİ
Polis tarafından sorgulanan şüpheli Ercan P. kısa süre içinde işlediği cinayeti itiraf ettiği öğrenildi. Ercan P.'nin ifadesinde “Onunla 3 yıldır birlikte çalışıyorduk. Son günlerde ondan habersiz işler yaptığımı ve para kaçırdığımı söylemeye başladım. Bu nedenle zaman zaman tartışıyorduk. Olay günü işimizi bitirdikten sonra birlikte dükkandan çıktık. O evine gidiyordu, ben de Göktürk'te dini bir toplantıya gitmeyi planlıyordum. Yolda farlarımı yakıp söndürerek onun durmasını sağladım. Aracımdan inip onun kullandığı otomobile bindim. Biraz konuşmak istediğimi söyledim. Eski konular yüzünden yine tartıştık. Bana bağırıp hakaret etmeye başlayınca onu korkutmak için silahımı çektim. Bu sırada silahı görünce elime davrandı. Mücadele sırasında silah patladı. Başından vuruldu. Korkarak oradan kaçtım"" dediği öğrenildi.CİNAYETTEN SONRA DİNİ TOPLANTIYA GİTMİŞOtomobile bindikten sonra Göktürk bölgesinde dini bir toplantıya katıldığını anlatan Ercan P. “Toplantıdan sonra vaaz veren hocayı Okmeydanı'na bıraktım. Evime doğru giderken polis beni arayarak bir KAZA olduğunu Sadabat polis merkezi karakoluna gelmemi istedi. Ben de gittim. Orada gözaltına alındım"" dediği öğrenildi.ÖLDÜRDÜĞÜ KİŞİNİN EŞİYLE DUYGUSAL YAKINLAŞMA OLDUĞUNU İDDİA ETTİŞüpheli Ercan P.'nin ayrıca polisteki ifadesinde ayrıca Gürkan A.'ın eşiyle aralarında 6 aydır devam eden duygusal yakınlaşma olduğunu söylediği belirtildi. Onunla mesajlaştıklarını iki kez de çay bahçesine gittiklerini anlatan Ercan P.'nin ancak Cinayet olayının bununla bir ilgisinin bulunmadığını iddia ettiği öğrenildi.EŞ POLİSTEKİ ""SUSMA"" HAKKINI KULLANDIÖte yandan gözaltına alınan eş O.A. ise poliste ifade vermeyerek “susma"" hakkını kullandı. Ancak yapılan çalışmalarda polis O.A.'nın cep telefonunda şüpheli Ercan P.'nin numarasının “Zeliş"" kod adıyla kayıtlı olduğunu tespit etti. Şüpheliler polisteki işlemlerinin ardından adliyeye sevk edildiler.
"
9,http://www.hurriyet.com.tr/gundem/cinayeti-tapu-kayitlari-ortaya-cikardi-40032273,Cinayeti tapu kayıtları ortaya çıkardı,"Mersin'de evinde ölü bulunan Abdullah Şahin'le ilgili soruşturmayı yürüten polis, Şahin'e ait gayrimenkullerin aralarında kan bağı bulunmayan üçüncü kişilere geçirildiğini belirledi. Gözaltına alınan Şahin'in imam nikahlı eşi ve eşinin arkadaşları polis sorgusunda cinayeti itiraf ettiler.",26.12.2015,"Olay, 17 Temmuz 2014 tarihinde, merkez Mezitli ilçesi Tece Deniz Mahallesi Florya Tatil Sitesi'ndeki evinde Abdullah Şahin adlı şahsın ölümünü şüpheli bulan Mersin Emniyet Müdürlüğü'ne bağlı Cinayet Büro Amirliği ekipleri, olayla ilgili soruşturma başlattı.  Otopsi raporlarında da Abdullah Şahin'in içtiği içeceklerin içerisinde ölümüne neden olabilecek ilaçların yer aldığı tespit edildi. Olayla ilgili soruşturmayı yürüten polis, tapu kayıtlarında yaptığı incelemede Şahin'in ölmeden kısa süre önce kendisine ait gayrimenkullerin aralarında kan bağı bulunmayan üçüncü kişilerin üzerine geçirildiğini belirledi. Cinayet Büro Amirliği ekipleri, elde ettiği bulgular ışığında Şahin'in birlikte yaşadığı dini nikahlı eşi Venhar D. (48) ile emlakçı arkadaşı Onur Y. (33), Emrah İ. (28) ve Özer Ç.'yi (31) Kayseri'de gözaltına alarak Mersin'e getirdi.  Zanlıların tamamı, Emniyet Müdürlüğü'ndeki sorgularının ardından çıkarıldıkları mahkemece tutuklandı. Şüphelilerden Venhar D. ile Özer Ç.'nin cinayeti itiraf ettikleri, diğer 2 kişinin ise suçlamaları kabul etmedikleri öğrenildi.
"
