,url,title,abstract,date,long-content
0,http://www.hurriyet.com.tr/gundem/korkunc-cinayetin-sir-perdesi-aralandi-yasak-ask-41972693,Korkunç cinayetin sır perdesi aralandı: Yasak aşk!,"Manisa’nın Selendi ilçesinde, evinde ölü bulunan Tuncay Yuca (40)&nbsp;cinayetinin arkasından yasak aşk çıktı. Jandarmanın kurduğu özel ekibin ardından gözaltına alınan T.B. ve eşi H.B., cinayeti itiraf etti.&nbsp;T.B., Tuncay Yuca’nın eşi H.B. ile ilişkisi olduğunu, bu nedenle öldürdüklerini kabul etti. Jandarmadaki işlemlerinin ardından adliyeye sevk edilen T.B. ve H.B. tutuklandı.",31.12.2021,"Olay, geçen 26 Kasım’da saat 06.00 sıralarında Selendi ilçesi kırsal Kazıklı Mahallesi’nde meydana geldi. Tuncay Yuca, komşuları tarafından evinde ölü olarak bulundu. Jandarma, olayla ilgili geniş çaplı soruşturma başlattı. Jandarma, şüphe üzerine T.B. (37) ve eşi H.B.’yi (40) gözaltına aldı.
KORKUNÇ CİNAYETİ İTİRAF ETTİLERJandarmadaki sorgularında çelişkili ifadeler veren T.B. ve eşi H.B., cinayeti itiraf etti. T.B., Tuncay Yuca’nın eşi H.B. ile ilişkisi olduğunu, bu nedenle öldürdüklerini kabul etti. Jandarmadaki işlemlerinin ardından adliyeye sevk edilen T.B. ve H.B. tutuklandı. Jandarma, Selendi Cumhuriyet Başsavcılığı’nın talebi üzerine soruşturmayı daha da derinleştirdi. Jandarma, olayın daha detaylı araştırılması için özel ekip kurdu.
Jandarma Suç Araştırma Timi (JASAT) ve istihbaratçıların da içinde bulunduğu ekip, mahalle sakinleriyle yaptığı detaylı görüşmeler sonrası, olaya ilişkin yeni izlere ulaştı. Geçen hafta T.B. ve H.B.’nin 6 akrabası daha gözaltına alındı. Tuncay Yuca’nın 3 saat boyunca sopayla dövüldükten sonra hayatını kaybettiği öğrenildi. Cinayette parmağı olduğu tespit edilen T.B.’nin babası T.B. (67), ağabeyi A.B. (38) ve teyzenin eşi B.D. (48), ’planlayarak kasten öldürme’ suçundan tutuklanarak cezaevine gönderildi. Diğer 3 şüpheli ise adli kontrol şartıyla serbest bırakıldı.
"
1,http://www.hurriyet.com.tr/gundem/izmirdeki-pompali-tufekli-cinayete-4-tutuklama-41972548,İzmir'deki pompalı tüfekli cinayete 4 tutuklama,İzmir'in Buca ilçesinde Kenan Çokoğullu'nun (29) pompalı tüfekle öldürülmesi olayıyla ilgili gözaltına alınan 7 şüpheliden 4'ü 'tasarlayarak öldürme' suçundan tutuklandı. 'Suç delillerini gizlemek ve karartmak'la suçlanan 3 kişi ise adli kontrol şartıyla serbest bırakıldı.,31.12.2021,"Olay, 26 Aralık günü saat 04.30 sıralarında Kuruçeşme Mahallesi, 203/20 Sokak'ta meydana geldi. Bir özel hastaneye yakın noktadaki kaldırımda hareketsiz yatan kişiyi görenler, durumu sağlık ve polis ekiplerine bildirdi. İhbar üzerine gelen sağlık ekipleri, pompalı tüfekle vurulduğu belirlenen kişinin hayatını kaybettiğini belirledi. Polisin yaptığı araştırmada cesedin Kenan Çokoğullu'ya ait olduğunu belirlendi. Bekar olan Çokoğullu'nun cenazesi yapılan otopsinin ardından Karşıyaka Doğançay Mezarlığı'nda toprağa verildi.
SUÇU BİRBİRLERİNE ATTILAR
Soruşturma başlatan polis ekipleri, olayla ilgili E.T., H.P., R.G., D.K., C.P., B.A. ve K.U.K.'yi gözaltına aldı. Polisteki işlemlerinin ardından adliyeye sevk edilen şüpheliler adliyeye sevk edildi. Mahkemeye çıkarılan şüphelilerden E.T., H.P., R.G. ve D.K. 'tasarlayarak öldürme' suçundan tutuklandı, 'Suç delillerini gizleme ve karartma' ile suçlanan diğer 3 kişi ise adli kontrol şartıyla serbest bırakıldı.
Tutuklanan şüphelilerden E.T., ifadesinde, ""D.K. ile maktulün arasında, D.K.'nin karısıyla alakalı bir konu nedeniyle sıkıntı vardı, ama konunun ne olduğunu bilmiyorum"" dedi.
D.K. ise ""Ölen kişiyi hiç tanımıyorum. E.T. tanıyor, olayı o gerçekleştirdi"" ifadelerini kullandı.
CESEDİ KURUÇEŞME'YE TAŞIMIŞLAR
Bu arada polisin yaptığı çalışmada, ailesiyle birlikte yaşayan ve olaydan kısa süre öncesine kadar bir akaryakıt istasyonunda pompa görevlisi olarak çalışan Kenan Çokoğullu'nun, şüphelilerden gelen telefon üzerine evden dışarı çıktığı belirlendi. Çokoğullu'nun ardından da bir hafif ticari araca binip, şüphelilerle birlikte Buca ilçesine bağlı Kaynaklar'da bir adrese gittikleri, burada çıkan tartışmada öldürüldüğü, cesedinin ise Kuruçeşme'deki sokağa bırakıldığı saptandı.
POMPALI TÜFEĞİ GÖMMÜŞLER
Olaydan sonra şüphelilerden birinin taksiye binip, cesedin bırakıldığı adrese yakın noktalarda gezerken tesadüfen cesede denk gelmiş gibi durumu, polise ve sağlık ekiplerine bildirdiği tespit edildi. Ayrıca soruşturmada şüphelilerin, cesedin taşındığı hafif ticari aracın sahibine 'senin aracını saklaman lazım. Biz kavga ettik"" dediği, bunun üzerine araç sahibi K.U.K.'nin aracın plakasını sökerek Kaynaklar'da kendisine ait bahçeye bıraktığı, olayda kullanılan pompalı tüfeğin de yine buradaki bir bahçeye gömüldüğü ortaya çıktı.
"
2,http://www.hurriyet.com.tr/gundem/otelde-cinayet-41972096,Otelde cinayet,"Şişli’de bir otel odasında, Tunuslu Tariyam Aloui Ep Guitni’yi yüzünü bantla kapatıp boğarak öldüren Suriyeli Mohammad Omar Al Araf, Üsküdar’da yakalandı. Mohammad Omar Al Araf’ın, Tunuslu kadını kendisini reddettiği için öldürdüğünü söylediği öğrenildi. ",31.12.2021,"İSTANBUL Şişli’de, Ergenekon Caddesi üzerindeki otelde çalışan temizlik görevlisi, önceki gün sabah saatlerinde 5. kattaki odaya girdi. Temizlikçi kadın, odada ağzı ve burnu bantla kapatılmış, elleri de yine bantla bağlanmış bir kadının hareketsiz halde yattığını gördü. Hemen otel görevlilerine haber verdi. Görevlilerin ihbarı üzerine otele polis ve sağlık ekipleri geldi. Sağlık ekipleri yaptıkları incelemede kadının hayatta olmadığını belirledi. Polis, kadının Tunuslu Tariyam Aloui Ep Guitni (31) olduğunu belirledi. Tunuslu kadının cesedi, yapılan incelemenin ardından otopsi için Adli Tıp Kurumu’na götürülürken, otele gelen arkadaşları gözyaşı döktü.

‘KAHVE İÇİP DÖNECEĞİM’ DEMİŞ
Polis, otel kamera görüntülerini incelediğinde, Suriyeli Mohammad Omar Al Araf’ın geçen salı günü saat 19.43’te otele gelerek odayı tuttuğunu, daha sonra otelden çıkarak saat 19.58’de içinde içki olan poşetle odaya geri döndüğünü belirledi. Tunuslu kadının da saat 22.19’da odaya geldiği, Mohammad Omar Al Araf’ın ise saat 23.36’da otelden ayrıldığını tespit etti. Tunuslu kadının, bir evde beraber kaldığı arkadaşlarına, “Biriyle kahve içip döneceğim” dediği öğrenildi.
‘REDDETTİĞİ İÇİN ÖLDÜRDÜM’
Asayiş Şube Cinayet Büro Amirliği ekipleri, Mohammad Omar Al Araf’ın, cinayetin ardından Üsküdar’a kaçtığını belirledi. Mohammad Omar Al Araf, dün sabah burada düzenlenen operasyonla yakalandı. Otele verdiği kimlikte 17 yaşında görünen ancak gerçek yaşının 27 olduğu belirtilen Mohammad Omar Al Araf’ın, Emniyet’teki ifadesinde, “Birkaç ay önce sosyal medyadan tanıştık. Ona telefon ve bazı şeyler aldım. Masraf yaptım. Benden istediklerini aldım. Ama beni reddetti” dediği öğrenildi. Mohammad Omar Al Araf adliyeye sevk edildi.
"
3,http://www.hurriyet.com.tr/gundem/iremin-vuruldugu-tabanca-mahkemeye-getirildi-41971928,İrem'in vurulduğu tabanca mahkemeye getirildi,"MERSİN'de evlerinin banyosunda tabancayla vurulan 5 aylık hamile İrem Bahçe'nin (17) ölümüyle ilgili 6'sı tutuklu, 7 yakınının yargılanmasına devam edildi. İrem'in vurulduğu, ancak olayın ardından üzerinde parmak izi bulunmayan tabanca da mahkemeye getirildi. Ailenin intihar iddialarına karşı, havlu kullanılarak tetiğin başka biri tarafından çekilip çekilemeyeceği denendi. Parmağa sarılan havlu ile tetiğin çekilebileceği görüldü.",30.12.2021,"Olay, 7 Kasım 2019'da Yenişehir ilçesi Bahçelievler Mahallesi'nde meydana geldi. İrem Bahçe, evlerinin banyosunda babasının ruhsatsız tabancasıyla başından vuruldu. 5 aylık hamile olan İrem, kaldırıldığı hastanede 1 gün sonra yaşamını yitirdi. Aile, kızlarının cenazesini memleketleri Şanlıurfa'da toprağa verdi. Sezaryenle alınan bebeği ise hayata 3 ay tutunabildi.
Olayla ilgili ifadelerine başvurulan aile fertleri, İrem Bahçe'nin intihar ettiğini öne sürdü. Polisin çapraz sorguya aldığı aile fertleri, çelişkili ifadeler verdi. 7 aylık çalışmanın ardından ekipler, Şanlıurfa'ya giderek baba Kasım (48), anne Saadet (54), ağabeyler Vedat (22) ve Mehmet Ali (20) ile amcalar Mehmet Veyis (33), İbrahim (44) ve Mehmet Bahçe'yi (53) gözaltına alıp, Mersin'e getirdi.
KARDEŞİ İTİRAF ETTİ
7 şüpheli, ilk başta İrem'in, babası Kasım Bahçe'ye ait tabancayla intihar ettiğini savundu. Ancak ağabey Mehmet Ali Bahçe ifadesinde, kardeşini öldürdüğünü ve aile meclisi kararıyla cinayeti işlediğini ağlayarak, itiraf etti. Diğer şüpheliler ise iddiaları kabul etmedi. Emniyetteki işlemlerinin ardından adliyeye sevk edilen şüpheliler, çıkarıldıkları mahkemece tutuklandı.
İrem Bahçe'nin anne ve babası ile 2 ağabeyi hakkında 'Akrabaya karşı kasten öldürme', 3 amcası hakkında ise 'Kasten öldürme' suçundan müebbet hapis cezası istemiyle Mersin 9'uncu Ağır Ceza Mahkemesi'nde dava açıldı. Sanıklardan amca Mehmet Bahçe, önceki duruşmada tutuksuz yargılanmak üzere tahliye edildi.
​TABANCA MAHKEMEYE GETİRİLDİ
Olayda kullanılan, parmak izi bulunmayan tabanca, havluyla tetiğin çekilmiş olabileceği ihtimali üzerine mahkemeye getirildi. Mahkeme başkanı, intihar iddialarına karşı parmağın havlu ile tabancanın tetik kısmına girip giremeyeceğini denedi. Mahkemede parmağa sarılan havlu ile tetiğin çekilerek atış yapılabileceği görüldü.
TAHLİYELERİNİ İSTEDİLER
Duruşmada söz verilen tutuklu sanıklar hem kendilerinin hem de ailelerinin mağdur olduğunu söyleyerek tahliye talebinde bulundu. Tarafları dinleyen Mahkeme eksiklerin giderilmesi için duruşmayı erteledi.
 
"
4,http://www.hurriyet.com.tr/gundem/kooperatif-baskani-tartistigi-uyeyi-oldurdu-41971744,"Kooperatif başkanı, tartıştığı üyeyi öldürdü","Manisa'nın Alaşehir ilçesinde, Tepeköy Esnaf ve Sanatkarlar Kredi ve Kefalet Kooperatifi İkinci Başkanı Zekeriya K. (65), tartıştığı husumetlisi, aynı kooperatife üye Ali Emrelioğlu'nu (60) tabancayla vurarak öldürdü.",30.12.2021,"Tepeköy Esnaf ve Sanatkarlar Kredi ve Kefalet Kooperatifi İkinci Başkanı Zekeriya K., saat 09.00'da mesaiye geldiğinde iddiaya göre, aralarında 3 yıldır husumet bulunan kooperatif üyesi Ali Emrelioğlu ile karşılaştı. Zekeriya K., Emrelioğlu'na ""Sana buraya gelme demedim mi""? diyerek bağırdı.
Tartışmanın kavgaya dönüşmesiyle Zekeriya K., belindeki tabancasını çıkarıp, Emrelioğlu'na peş peşe ateş etti. Emrelioğlu, göğsüne ve boynuna isabet eden mermilerle yaralanırken, Zekeriya K. de kaçtı. Çevredekiler tarafından ilk müdahalesi yapılan Emrelioğlu, yolda ambulansla alınıp, Alaşehir Devlet Hastanesi'ne kaldırıldı. Ali Emrelioğlu, burada yapılan tüm müdahalelere rağmen kurtarılamadı.
Jandarma, olayın ardından kaçan Zekeriya K.'yi evinde suç aleti tabancayla yakalayıp, gözaltına aldı. Zekeriya K.'nin jandarmadaki işlemlerinin sürdüğü belirtildi.
"
5,http://www.hurriyet.com.tr/gundem/fatma-nuru-oldurmekle-suclanan-anne-babasi-olan-komsum-atti-41971575,Fatma Nur'u öldürmekle suçlanan anne: 'Babası olan' komşum attı,"RİZE'de, kızı Fatma Nur'u (4) 6 katlı apartmanın en üst katındaki evlerinin penceresinden atarak öldürdüğü iddiasıyla yargılanan Emine Havuz (35), ""Çocuğu komşum A.Y. camdan aşağıya attı. Ben atmadım. Fatma Nur’un babası da A.Y.’dir” dedi.",30.12.2021,"Olay, 12 Kasım 2019'da, Camiönü Mahallesi Menderes Bulvarı'nda meydana geldi. 6 katlı apartmanın en üst katında oturan Emine-Medet Havuz çiftinin kızları Fatma Nur, pencereden düştü. Ambulansla Rize Devlet Hastanesi'ne kaldırılan Fatma Nur Havuz, kurtarılamadı. Fatma Nur'un düştüğü anlar, bina yakınındaki iş yerinin güvenlik kamerasına yansıdı.
Olayla ilgili yürütülen soruşturmada, 2015 yılında, Fatma Nur 6 aylıkken, 4 yaşında olan ağabeyi Harun'un da pencereden düşüp öldüğü, anne Emine Havuz'un psikolojik tedavi gördüğü belirlendi. Gözaltına alınan Emine Havuz, sevk edildiği adliyede çıkarıldığı mahkemece tutuklandı.
Emine Havuz hakkında ‘altsoya karşı çocuğa ya da beden veya ruh bakımından kendisini savunamayacak durumda bulunan kişiye karşı kasten öldürme’ suçundan ömür boyu hapis cezası istemiyle dava açıldı.
‘KOMŞUM ATTI
Emine Havuz'un, Rize Ağır Ceza Mahkemesi’nde yargılanmasına devam edildi. Tutuklu Emine Havuz hiçbir yakınının katılmadığı 8’inci duruşmada, kızını komşusunun attığını öne sürdü. Havuz savunmasında, “Çocuğu komşum A.Y. camdan aşağıya attı. Ben atmadım. Fatmanur’un babası da A.Y.’dir. Olay günü A.Y. bizim eve gelmişti. Bana çocuğu atmak için bizim eve geldiğini söyledi. Daha sonra kucağımdan çocuğu aldı ve camdan aşağıya attı. A.Y. benim apartmanda oturuyor. Korktuğum için bugüne kadar söyleyemedim. A.Y. beni seviyordu, bizim eve gelir giderdi. Onun tutuklanmasını istiyorum. Çocuk kendiliğinden aşağıya düşmedi, onu A.Y. attı. İlk çocuğum kendi camdan aşağıya düşerek öldü” dedi.
A.Y. İÇİN ZORLA GETİRİLME KARARI
Mahkeme heyeti, Emine Havuz’un tutukluluk halinin devamına, akıl ve ruh sağlığının yerinde olup olmadığının tespiti için Adli Tıp Kurumu’ndan talep edilen raporun beklenmesine, komşusu ve ölen kız çocuğun babası olduğu iddia edilen A.Y.’nin zorla getirilmesine karar vererek duruşmayı erteledi.
"
6,http://www.hurriyet.com.tr/gundem/garsona-kursun-yagdirmisti-ifadesi-ortaya-cikti-yengemle-iliskisi-vardi-41971483,Garsona kurşun yağdırmıştı! İfadesi ortaya çıktı: Yengemle ilişkisi vardı,"Adana'da kebapçıda garson olarak çalışan Erdal Çelik’i (33), başından ve omzundan tabancayla vuran Enes Yıldız&nbsp;(34) tutuklandı. Yıldız'ın ifadesinde, “Amcamın eşiyle ilişkisi vardı. Bu nedenle aramızda husumet başladı. Olay günü de iş yerine gidip, vurdum” dediği ortaya çıktı.",30.12.2021,"Olay, önceki gün saat 19.30 sıralarında Yüreğir ilçesi Dervişler Mahallesi Kozan Bulvarı’nda meydana geldi. Kebapçıda garson olarak çalışan Erdal Çelik, iş yerinin önünde husumetli olduğu Enes Yıldız'ın tabancalı saldırısına uğradı. Çelik, canını kurtarmak için restoranın içine kaçıp, masanın altına saklandı. İçeri giren Yıldız, tabancayı Çelik’e doğrultup peş peşe ateş etti. Çelik, başına ve omzuna isabet eden kurşunlarla ağır yaralanırken, kaçmaya çalışan Enes Y. çalışanlarca yakalanıp dövüldü.
GÖZALTINA ALINDIİhbar üzerine adrese çok sayıda polis ve sağlık ekibi sevk edildi. Sağlık ekibinin ilk müdahalesini yaptığı Çelik, ambulansla kentteki bir özel hastaneye kaldırıldı. Cinayet Büro Amirliği ekiplerine teslim edilen Enes Yıldız ise tedavisinin ardından gözaltına alınıp, emniyete götürüldü.
YENGESİYLE İLİŞKİSİ OLDUĞUNU ÖNE SÜRDÜÇeşitli suçlardan 7 kaydının bulunduğu öğrenilen Enes Yıldız'ın ifadesinde, “Amcamın eşiyle ilişkisi vardı. Bu nedenle aramızda husumet başladı. Olay günü de iş yerine gidip, vurdum” dediği belirtildi.İşlemlerinin ardından adliyeye sevk edilen Yıldız, çıkarıldığı mahkemece tutuklandı. Hastanede tedavi gören Çelik’in ise hayati tehlikesinin sürdüğü belirtildi.
"
7,http://www.hurriyet.com.tr/gundem/son-dakika-vahsice-katledilmisti-basak-cengiz-iddianamesi-kabul-edildi-tanik-ilk-kez-konustu-41971479,Son dakika: Vahşice katledilmişti... Başak Cengiz iddianamesi kabul edildi! Tanık ilk kez konuştu,"İstanbul'da Anadolu 4. Ağır Ceza Mahkemesi, mimar Başak Cengiz'in samuray kılıcıyla katledilmesiyle ilgili hazırlanan iddianameyi kabul etti. İlk duruşma 25 Şubat'ta yapılacak. İddianamede bir tanığın sokakta yürüdüğü sırada bir kadının çığlık sesini duyduğunu, sese doğru koştuğunu ve elinde kılıç olan bir erkek şahıs ile yerde kanlar içinde yatan bir kadını gördüğü belirtilirken Boz’un müdahale etmek isteyen tanığa ‘Yaklaşma sana da saplarım’ dediği belirtildi.",30.12.2021,"Anadolu Cumhuriyet Başsavcılığı’nca hazırlanan iddianamede Ataşehir’de Barbaros Mahallesi Karanfil Sokak üzerinde 9 Kasım 2021 günü Başak Cengiz’in kesici-delici aletle yaralandığının öğrenilmesi üzerine soruşturma başlatıldığı belirtildi. Başak Cengiz’in Ankara’da özel bir firmada mimar olarak çalıştığı, olay tarihinden yaklaşık 2 buçuk ay önce çalıştığı firma tarafından Ataşehir’de geçici olarak görevlendirildiği ve olay tarihinde mesaiye kalan Başak Cengiz’in iş yerinden yaya olarak ayrılarak otele doğru yürüdüğü kaydedildi. Şüpheli Can Göktuğ Boz’un ‘Samuray kılıcı’ olarak tabir edilen kesici delici aletle saldırması sonucu Cengiz’i yaraladığı ve Cengiz’in tedavi için kaldırıldığı hastanede kısa bir süre sonra vefat ettiği ifade edildi.
Şüpheli Boz’un polis ekiplerince yakalandığı dairede çok sayıda kesici ve delici alet niteliğindeki kılıç, bıçak vb. aletlerin ele geçirildiği belirtilen iddianamede, olaya ilişkin güvenlik kamerası kayıtlarının incelenmesine dair tutanağa da yer verildi.
YARDIM ETMEK İSTEYENLERE ‘YAKLAŞMA SANA DA SAPLARIM’ DEMİŞ
Maktul Cengiz’in telefonuna ilişkin inceleme sonucu hazırlanan bilirkişi raporunda maktul ve şüpheli arasında herhangi bir irtibat bulunmadığı da vurgulandı. Adli Tıp Kurumu Morg İhtisas Dairesi’nden gelen raporda 12 adet kesici delici alet yaralanmasının bulunduğu hatırlatıldı.
Tanık beyanlarına da yer verilen iddianamede, bir tanığın sokakta yürüdüğü sırada bir kadının çığlık ve ‘İmdat’ sesini duyduğunu, sese doğru koştuğunu ve elinde kılıç olan bir erkek şahıs ile yerde kanlar içinde yatan bir kadın şahsı gördüğünü belirttiği ifade edildi. Şüpheli Boz’un müdahale etmek isteyen tanığa ‘Yaklaşma sana da saplarım’ dediği kaydedildi.
Maktulün annesi Beyhan Cengiz, babası Avni Cengiz ve kardeşlerinin ölüm olayı nedeniyle şüpheliden şikayetçi olduğu vurgulanan iddianamede, şüpheli Boz’un savunmasına da yer verildi. Boz’un emniyette verdiği ifadesinde spor salonundan döndükten sonra akşam saatlerine kadar ikametinde oturduğunu söylediği, akşam saatlerinde canının sıkıldığını ve üzgün olduğunu söyleyerek kolay olduğunu düşünmesi nedeniyle bir bayan şahsı bıçaklamayı düşündüğünü ve internet sitesinden almış olduğu kılıcı yanına alarak site önünde bir müddet yürüdükten sonra tanımadığı Başak Cengiz’i bıçakladığını söylediği hatırlatıldı.
İÇGÜDÜSEL TATMİN AMACIYLA NEDENSİZ YERE SALT ÖLDÜRMEK İÇİN ÖLDÜRDÜ
İddianamenin değerlendirme kısmında ise şüphelinin önceden tanımadığı, aralarında herhangi bir husumet bulunmayan ve tartışma yaşanmayan maktulü, içgüdüsel tatmin amacıyla 6 adet öldürücü nitelikte olacak şekilde birden fazla kesici delici aletle, nedensiz yere salt öldürmüş olmak için öldürdüğü belirtildi. ""Bu doğrultuda şüphelinin canavarca his sevkinden başka kendisini suça iten herhangi bir nedenin mevcut olmadığı, suçun işleniş biçimi ve eylemin ağırlığı ile şüphelinin ortaya çıkan kastının, kullandığı yöntem itibariyle canavarca hisle öldürme suçunu oluşturduğu"" ifadeleri kullanılan iddianamede, şüphelinin üzerine atılı suçları işlediği kaydedildi.
25 ŞUBAT’TA HAKİM KARŞISINA ÇIKACAK
İddianamede Can Göktuğ Boz’un ""Tasarlayarak canavarca hisle veya eziyet çektirerek öldürme"", ""Silahla tehdit"" ve ""Yasak bıçaklar ve diğer aletleri vahim miktarda bulundurma"" suçundan ağırlaştırılmış müebbet ve 3 yıldan 7 yıla kadar hapis cezası istemiyle iddianame hazırlandı.
Hazırlanan iddianame gönderildiği Anadolu 4. Ağır Ceza Mahkemesi’nce kabul edildi. Tutuklu şüpheli Can Göktuğ Boz 25 Şubat’ta hakim karşısına çıkacak.
BU VİDEO İLGİNİZİ ÇEKEBİLİR
"
8,http://www.hurriyet.com.tr/gundem/sislide-otelde-vahset-yuzu-bantlanmis-el-ve-ayaklari-baglanmis-41971456,"Şişli'de otelde vahşet! Yüzü bantlanmış, el ve ayakları bağlanmış","İstanbul Şişli'de Tunuslu bir kadın yüzü bantlı, elleri ve ayakları bağlı halde bir otel odasında ölü bulundu. Polis olayla ilgili soruşturma başlattı. Mariyam Aloui Ep Guitni'nin olayın yaşandığı gece biriyle kahve içeceğini söyleyerek arkadaşlarının yanından ayrıldığı, daha sonra da kendisinden haber alınamadığı öğrenildi. Tunuslu kadının 17 yaşındaki yabancı uyruklu katil zanlısı yakalandı. Tunuslu Tariyam Aloui Ep Guitni'nin öldüğüldüğü haberini alan arkadaşları olay yerine geldi, olayın şokunu uzun süre üzerlerinden atamadı.",30.12.2021,"Olay, dün sabah 11.30 sıralarında Şişli'de bulunan bir otelde meydana geldi. Edinilen bilgiye göre, otel görevlisi temizlik yapmak için otelin 5'inci katındaki odaya girdi. Görevli odaya girdiğinde, kol ve ayakları bağlanmış, yüzü bantlanmış halde duran bir kadın gördü. Otel çalışanları durumu polis ekiplerine bildirdi. İhbarı alan Şişli İlçe Emniyet Müdürlüğü ve sağlık ekipleri kısa sürede olay yerine geldi. 112 personelince yapılan müdahalenin ardından kadının hayatını kaybettiğini belirlendi.
YÜZÜ BANTLANIP, KOLLARI VE AYAKLARI BAĞLANARAK ÖLDÜRÜLDÜ
Otel odasında bulunan cesedin Tunuslu Tariyam Aloui Ep Guitni'ye (31) ait olduğu öğrenildi. Kadının ölümünün şüpheli bulunması üzerine, olay yeri inceleme ekipleri otele gelerek çalışma yaptı. Ceset üzerinde inceleme yapan ekipler, Tunuslu kadının yüzünün büyük bir kısmı bantlanıp, kolları ve ayakları bağlanarak öldürüldüğünü tespit etti.
ARKADAŞLARI ŞOKE OLDU
Mariyam Aloui Ep Guitni’nin ölüm haberini alan arkadaşları da olayın yaşandığı otele geldi. Yabancı uyruklu oldukları öğrenilen kadınlar, olayın şokunu uzun süre üzerlerinden atamadı. Öte yandan, Tunus uyruklu Mariyam Aloui Ep Guitni'nin olayın yaşandığı gece biriyle kahve içeceğini söyleyerek arkadaşlarının yanından ayrıldığı, daha sonra da kendisinden haber alınamadığı öğrenildi. Mariyam Aloui Ep Guitni’nin bir arkadaşı ve temizlik görevlisi ifadeleri alınmak üzere emniyete götürüldü.

CİNAYET ŞÜPHELİSİ, ODADAN SON AYRILAN YABANCI UYRUKLU
Alınan bilgiye göre, Mariyam Aloui Ep Guitni saat 22.19'da olayın yaşandığı otele gelerek 5'inci kattaki odaya girdi. Tunuslu kadının girdiği odanın ise 17 yaşındaki yabancı uyruklu bir erkek tarafından tutulduğu ortaya çıktı. Yabancı uyruklu kişinin 19.43’te otele geldiği, bir süre sonra otelden çıkıp 19.58’de içinde alkol olan poşetle tekrar otele giriş yaptığı belirlendi. Yabancı uyruklu şüpheli 23.36 sıralarında odadan çıkarak otelden ayrıldı. Güvenlik kamerası kayıtlarını inceleyen polis, ikilinin kaldığı odaya giren başka kimsenin olmadığını tespit etti. Kadının, yabancı uyruklu şahsın odadan ayrılmasının ardından ölü bulunmuş olması cinayeti bu kişinin işlemiş olabileceği yönündeki ihtimali artırdı. Ekipler, eşkali ve kimliği belirlenen şahsı yakalamak için çalışma başlattı.

TUNUSLU KADININ CESEDİ ADLİ TIP MORGUNA KALDIRILDI
Olay yeri inceleme ekiplerince Mariyam Aloui Ep Guitni’nin cansız bedeni üzerinde yapılan incelemenin tamamlanmasının ardından, kesin ölüm nedeninin belirlenmesi için cenaze aracına bindirilerek Adli Tıp Morguna kaldırıldı.
""ELLERİ, KOLLARI BAĞLI HALDE ÖLÜ BULUNMUŞ”
Olayın yaşandığı otelin yanında bulunan restoranda çalışan Osman Şenel, “Sabah erken saatlerde iş yerine geldik. Polis arkadaşların buraya geldiğini gördük. Galiba otelde cinayet işlenmiş. Sanırım bir kadın müşteri, elleri, kolları bağlı halde ölü bulunmuş” dedi.
ZANLI YAKALANDI
Çalışmalarını derinleştiren ekipler, 17 yaşındaki yabancı uyruklu katil zanlısını yakaladı. Gözaltına alınan katil zanlısı, polis merkezine götürüldü.
"
9,http://www.hurriyet.com.tr/gundem/beyoglu-tedirgin-20-gunde-2-turist-olduruldu-41971340,Beyoğlu tedirgin: 20 günde 2 turist öldürüldü,"52 yaşındaki Kanadalı bir turist, 6 Aralık’ta boğazına yumruk atılarak öldürülmüş ardından gasp edilmişti... Geçen pazartesi ise ABD’li turist Leonard Samuel Record bıçaklandı, hayatını kaybetti. Katili “Kimse arkadaşıma omuz atamaz” diyerek kendisini savundu. Peş peşe yaşanan kavga, gasp ve cinayetlerin ardından bu soru soruldu: “Beyoğlu’nda neler oluyor?”",30.12.2021,"ABD’li bankacı Leonard Samuel Record, 20 gün önce bir meslektaşıyla İstanbul’a geldi. İkili geçen pazartesi günü ise Beyoğlu’ndaki bir bara gitti. Saat 05.00 sıralarında Şehit Muhtar Mahallesi’nden otellerine doğru yürüyen turistlerin karşısına Ferhat Kavdır ile 4 arkadaşı çıktı.

OMUZ ATIP ÖLDÜRDÜLER
Ferhat Kavdır ve arkadaşları omuz attıkları iki turistle kavgaya tutuştu. Ferhat Kavdır bıçak çekerek ikilinin üzerine saldırdı. Leonard Samuel Record’u sol baldırından bıçaklayan Kavdır ve arkadaşları hiçbir şey olmamış gibi uzaklaştı. Arkadaşı tarafından hastaneye kaldırılan Record atardamarından yaralandığı için kan kaybından hayatını kaybetti. MOBESE görüntülerinden yola çıkan polis ekipleri Kavdır ve arkadaşlarını gözaltına aldı. Nöbetçi mahkemeye çıkartılan Ferhat Kavdır tutuklandı, arkadaşları ise adli kontrol kararıyla serbest bırakıldı.

‘ÇOK KIZDIM’
Hırsızlık, yağma, polise mukavemet ve oto hırsızlığından sabıkaları olduğu ortaya çıkan Ferhat Kavdır savcılıktaki ifadesinde şunları söyledi: “Yanımdaki arkadaşıma karşıdan gelen 2 şahsın omuz attığını ve kavga ettiklerini gördüm. Çok sinirlendim. Yabancı konuşuyorlardı. Ben de çıkarttığım bıçak ile baldırından bıçakladım. Kimse arkadaşıma omuz atamaz.”

"
